Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Cancelled_by_Driver_Reason,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating,Payment_Type
2025-08-18,14:36:50,CNR3045188,Cancelled by Driver,IND9996,Auto Sharing,Sohna Road,DLF Phase 3,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-10,00:48:01,CNR3045481,Success,EXP4975,Auto Sharing,Jacaranda,Sector 17,7.3,14.8,0.0,,0.0,,0.0,,559.079999999999,5.9,3.8,3.4,Wallet
2025-08-31,13:05:47,CNR3045716,Success,IND7941,Auto Sharing,Sector 32,Huda City Centre,2.1,16.6,0.0,,0.0,,0.0,,343.967999999999,11.96,3.8,3.4,Wallet
2025-08-12,14:53:45,CNR3047088,Success,IND8810,Cab Economy,Ardee City,Sector 42,3.6,18.1,0.0,,0.0,,0.0,,881.55,1.23,4.6,4.3,Wallet
2025-08-05,04:06:17,CNR3047144,Incomplete,IND9178,Bike Lite,Sector 38,Ardee City,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-26,02:19:26,CNR3048380,Success,EXP3621,Auto Sharing,DLF Phase 2,Sikanderpur,2.4,17.9,0.0,,0.0,,0.0,,764.19,19.43,4.7,4.8,Cash
2025-08-01,18:19:39,CNR3048994,Success,IND9274,Auto Sharing,Sector 42,DLF Phase 1,2.7,8.5,0.0,,0.0,,0.0,,442.61,1.27,4.4,5.0,Cash
2025-08-07,23:25:56,CNR3050479,Incomplete,EXP5516,Auto Sharing,Sector 15,Huda City Centre,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-06,07:20:59,CNR3051011,Success,IND6176,Auto Sharing,Sector 48,MG Road,11.6,31.1,0.0,,0.0,,0.0,,542.57,16.61,4.9,3.4,Cash
2025-08-13,02:10:06,CNR3052102,Success,IND5637,Bike,Jacaranda,MG Road,5.8,23.0,0.0,,0.0,,0.0,,478.45,9.32,4.2,3.5,UPI
2025-08-29,20:51:27,CNR3052175,Success,IND8151,Bike Lite,Sector 40,Sector 42,5.0,10.1,0.0,,0.0,,0.0,,435.19,24.73,3.2,3.6,Cash
2025-08-05,07:53:11,CNR3052432,Success,EXP3257,Bike Lite,NH8,Sector 53,10.3,29.3,0.0,,0.0,,0.0,,959.85,7.63,3.9,3.8,Cash
2025-08-30,11:44:43,CNR3053345,Incomplete,IND5633,Auto Sharing,Jacaranda,DLF Phase 3,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-05,09:48:20,CNR3053678,Success,IND8333,Auto Sharing,MG Road,Sector 37,14.5,27.5,0.0,,0.0,,0.0,,636.85,14.96,4.3,3.9,Card
2025-08-09,23:44:48,CNR3054569,Cancelled by Customer,IND1322,Auto Sharing,Sector 55,Sector 22,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-29,22:49:38,CNR3055356,Success,IND6847,Auto,Ardee City,Sohna Road,11.0,19.5,0.0,,0.0,,0.0,,183.25,2.0,4.5,4.2,Cash
2025-08-22,17:11:10,CNR3057183,Success,IND3945,Cab Premium,Sector 21,Sohna Road,8.5,20.6,0.0,,0.0,,0.0,,172.97,12.06,3.2,3.5,Wallet
2025-08-13,01:58:38,CNR3057244,Success,EXP3744,Auto,Sector 42,DLF Phase 2,14.8,29.2,0.0,,0.0,,0.0,,493.48,10.99,4.6,3.6,Cash
2025-08-21,13:07:48,CNR3060494,Success,EXP5457,Bike Lite,MG Road,Sector 22,14.2,26.4,0.0,,0.0,,0.0,,151.98,1.49,3.7,4.2,Wallet
2025-08-30,12:02:09,CNR3062966,Success,IND1308,Auto,Sector 43,Sector 47,14.0,24.5,0.0,,0.0,,0.0,,540.18,11.13,4.1,4.8,Card
2025-08-16,18:19:10,CNR3063264,Incomplete,EXP4473,Auto Sharing,Sohna Road,Sector 46,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-22,01:30:51,CNR3063566,Cancelled by Driver,IND9025,Auto Sharing,Sector 54,Sikanderpur,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-14,18:48:14,CNR3065357,Success,IND2788,Cab Premium,South City 1,Rosewood City,5.3,24.4,0.0,,0.0,,0.0,,387.78,15.65,4.0,3.9,Card
2025-08-31,03:18:17,CNR3065512,Cancelled by Customer,IND7472,Auto,DLF Phase 5,South City 2,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-26,15:08:24,CNR3066271,Success,IND3477,Auto Sharing,Sector 50,Sector 15,12.9,29.3,0.0,,0.0,,0.0,,189.75,6.86,4.6,4.8,Card
2025-08-15,02:21:40,CNR3066339,Success,EXP1715,Cab Premium,Sector 15,DLF Phase 4,5.5,14.7,0.0,,0.0,,0.0,,808.07,16.39,5.0,3.4,UPI
2025-08-25,10:35:00,CNR3067776,Success,IND6111,Cab Premium,IFFCO Chowk,Sikanderpur,11.2,22.1,0.0,,0.0,,0.0,,708.14,21.1,3.9,4.2,Wallet
2025-08-04,16:39:10,CNR3068057,Cancelled by Driver,EXP1928,Auto,DLF Phase 3,Sector 37,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-01,03:29:07,CNR3071088,Success,IND3511,Bike,Sector 55,Sector 44,10.0,22.2,0.0,,0.0,,0.0,,145.02,16.88,4.2,4.0,Cash
2025-08-19,17:04:24,CNR3071293,Cancelled by Customer,IND9268,Cab Economy,Sector 48,NH8,0.0,0.0,1.0,AC is not working,0.0,,0.0,,0.0,0.0,,,
2025-08-04,15:22:21,CNR3072171,Incomplete,IND5516,Bike,South City 2,NH8,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-02,15:53:40,CNR3073240,Cancelled by Driver,EXP4162,Bike,DLF Phase 5,Sector 29,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-18,10:06:54,CNR3073629,Cancelled by Customer,EXP2053,Cab Economy,DLF Phase 1,Sector 49,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-26,11:29:29,CNR3074061,Success,EXP2770,Auto,Sector 34,Sector 32,14.0,22.2,0.0,,0.0,,0.0,,252.94,9.3,4.2,3.8,Wallet
2025-08-28,17:29:26,CNR3076259,Incomplete,EXP1534,Bike,Sikanderpur,Golf Course Road,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-17,13:25:01,CNR3076379,Incomplete,IND4723,Cab Economy,Sector 40,Sector 23,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-23,16:28:49,CNR3077804,Cancelled by Driver,IND2784,Auto Sharing,Sector 23,DLF Phase 4,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-15,11:09:15,CNR3077956,Cancelled by Driver,EXP6452,Cab Economy,Sector 32,DLF Phase 3,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-21,23:28:49,CNR3078140,Cancelled by Driver,IND3430,Auto,Sector 40,Sector 44,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-08,05:06:13,CNR3078657,Success,EXP7240,Auto Sharing,Ardee City,Sector 52,13.4,23.1,0.0,,0.0,,0.0,,392.94,10.27,3.7,3.3,Cash
2025-08-15,07:19:49,CNR3078850,Success,IND5476,Auto,Sector 55,MG Road,13.5,24.8,0.0,,0.0,,0.0,,176.56,21.15,4.2,4.0,Wallet
2025-08-04,02:51:16,CNR3079170,Cancelled by Driver,IND4905,Bike Lite,Sector 52,Sector 42,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-23,13:23:36,CNR3080964,Incomplete,IND9171,Auto Sharing,Sector 39,Sector 51,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-24,23:25:19,CNR3081139,Incomplete,IND2997,Cab Economy,Sector 48,Palam Vihar,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-12,14:21:34,CNR3081584,Cancelled by Driver,IND8834,Bike Lite,Sector 17,MG Road,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-12,02:52:42,CNR3082003,Success,EXP5116,Auto Sharing,Sector 55,Palam Vihar,3.8,21.6,0.0,,0.0,,0.0,,893.94,15.13,4.3,4.2,Wallet
2025-08-13,11:46:02,CNR3083773,Success,IND1277,Cab Premium,South City 2,Sector 39,8.2,13.9,0.0,,0.0,,0.0,,276.7,13.28,4.0,3.1,UPI
2025-08-15,13:17:47,CNR3085746,Success,IND4854,Cab Premium,NH8,Sector 18,8.9,27.3,0.0,,0.0,,0.0,,323.23,18.68,4.4,4.1,UPI
2025-08-30,08:09:10,CNR3087253,Incomplete,IND6362,Cab Economy,Sector 37,Sector 40,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-27,00:07:59,CNR3087258,Incomplete,IND5971,Auto Sharing,Sector 39,Sector 40,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-21,23:54:36,CNR3089386,Success,IND2437,Bike Lite,Jacaranda,Sector 29,9.9,25.2,0.0,,0.0,,0.0,,811.12,6.42,3.2,3.0,Wallet
2025-08-29,04:01:57,CNR3089570,Success,IND5139,Bike Lite,Sector 50,DLF Phase 1,8.8,13.9,0.0,,0.0,,0.0,,396.19,2.19,4.6,4.6,UPI
2025-08-13,19:14:59,CNR3089725,Incomplete,IND6086,Bike,DLF Phase 5,Sector 43,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-23,04:57:34,CNR3090507,Cancelled by Driver,EXP1820,Bike,Sector 39,Sector 46,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-04,18:14:28,CNR3091271,Success,EXP8274,Cab Economy,DLF Phase 1,Sector 54,4.0,10.4,0.0,,0.0,,0.0,,376.07,6.75,3.1,4.2,Cash
2025-08-30,04:20:47,CNR3092067,Success,EXP7336,Auto Sharing,Sector 37,Sector 43,9.3,22.6,0.0,,0.0,,0.0,,199.392,17.06,3.1,4.8,UPI
2025-08-10,20:03:12,CNR3093274,Success,IND9706,Auto,DLF Phase 1,Cyber City,12.3,30.9,0.0,,0.0,,0.0,,1144.296,3.08,4.8,4.5,Wallet
2025-08-18,10:40:33,CNR3093518,Success,IND4700,Auto Sharing,Sector 43,Sohna Road,9.0,27.6,0.0,,0.0,,0.0,,490.02,23.39,5.0,3.1,Cash
2025-08-18,06:38:40,CNR3094737,Success,IND4371,Cab Economy,Sector 39,Sector 17,9.2,23.3,0.0,,0.0,,0.0,,130.02,9.81,3.8,3.4,Wallet
2025-08-14,07:56:15,CNR3096751,Success,IND4865,Bike,Sector 38,Sector 29,3.1,18.7,0.0,,0.0,,0.0,,195.96,23.19,3.5,3.2,Card
2025-08-26,14:09:15,CNR3097697,Success,EXP5906,Bike Lite,Sector 54,South City 2,7.9,16.9,0.0,,0.0,,0.0,,406.54,12.43,4.7,4.6,Wallet
2025-08-07,05:17:44,CNR3097711,Success,IND4988,Auto,DLF Phase 1,South City 1,10.6,16.4,0.0,,0.0,,0.0,,763.22,3.51,4.6,4.7,Wallet
2025-08-03,15:04:11,CNR3097861,Cancelled by Driver,IND1281,Cab Economy,South City 2,Sector 31,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-07,12:39:33,CNR3099249,Success,IND5271,Auto Sharing,Sector 38,Ardee City,11.0,18.6,0.0,,0.0,,0.0,,256.22,20.45,4.3,4.7,Card
2025-08-09,19:02:53,CNR3099291,Cancelled by Customer,IND5681,Cab Economy,Sector 50,Sector 56,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-29,06:11:20,CNR3099465,Success,IND9023,Auto Sharing,Sector 54,Ardee City,4.7,22.1,0.0,,0.0,,0.0,,344.83,14.25,4.3,4.1,Cash
2025-08-12,16:45:35,CNR3099977,Success,EXP9760,Bike Lite,Sector 21,MG Road,9.9,26.2,0.0,,0.0,,0.0,,390.68,19.5,3.6,3.2,Cash
2025-08-02,06:05:26,CNR3100339,Success,IND7411,Cab Premium,Huda City Centre,Sector 31,2.2,17.1,0.0,,0.0,,0.0,,382.044,8.75,3.8,4.5,Card
2025-08-11,13:23:03,CNR3101323,Success,EXP8468,Bike Lite,Rosewood City,Sector 45,6.7,25.9,0.0,,0.0,,0.0,,771.14,17.78,4.8,4.5,UPI
2025-08-05,21:15:53,CNR3101763,Cancelled by Driver,IND9761,Bike,Sector 29,Sector 47,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-31,16:56:49,CNR3103705,Cancelled by Driver,IND5447,Bike,Sector 37,Sector 54,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-23,03:15:27,CNR3105777,Success,IND9494,Auto Sharing,Sector 45,Sector 37,5.2,15.1,0.0,,0.0,,0.0,,283.296,9.02,4.6,4.8,Cash
2025-08-21,17:12:23,CNR3107154,Incomplete,IND3562,Cab Economy,Ardee City,Sector 22,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-23,06:02:57,CNR3108726,Success,IND7054,Auto Sharing,Sector 45,Sector 55,9.9,24.1,0.0,,0.0,,0.0,,496.776,10.11,3.9,3.3,UPI
2025-08-09,21:58:30,CNR3108915,Success,IND8853,Cab Economy,Sohna Road,Sector 53,5.1,23.3,0.0,,0.0,,0.0,,993.959999999999,19.82,4.0,4.1,Card
2025-08-04,01:08:19,CNR3108934,Cancelled by Driver,IND1791,Bike,Sector 18,Sohna Road,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-22,17:53:10,CNR3109524,Success,EXP4793,Bike Lite,Sector 32,Sector 31,9.8,15.2,0.0,,0.0,,0.0,,712.27,24.75,3.4,3.2,Card
2025-08-14,12:04:34,CNR3109778,Success,IND2305,Bike,Sector 37,South City 2,7.5,17.2,0.0,,0.0,,0.0,,193.59,22.97,4.6,4.7,Wallet
2025-08-14,02:30:48,CNR3110918,Success,IND2783,Bike,Sector 52,Sector 54,13.0,32.3,0.0,,0.0,,0.0,,247.73,11.9,4.8,5.0,Cash
2025-08-17,18:47:03,CNR3111308,Cancelled by Customer,EXP8089,Bike Lite,Sector 38,Sector 46,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-26,01:07:21,CNR3113965,Success,IND4721,Bike Lite,Sector 44,Rosewood City,3.5,12.5,0.0,,0.0,,0.0,,243.19,24.92,4.7,3.1,UPI
2025-08-06,16:18:22,CNR3114381,Success,IND4533,Cab Economy,Jacaranda,IFFCO Chowk,14.1,28.8,0.0,,0.0,,0.0,,478.86,5.45,4.7,3.8,Wallet
2025-08-22,11:42:03,CNR3115041,Success,IND6539,Bike,Sector 38,South City 1,11.4,30.0,0.0,,0.0,,0.0,,385.98,6.05,3.4,3.8,Wallet
2025-08-16,20:46:31,CNR3115760,Incomplete,IND2990,Auto,Sector 39,Sector 22,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-12,14:10:53,CNR3117577,Cancelled by Driver,EXP9095,Auto Sharing,Sector 51,Sector 18,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-15,04:01:05,CNR3118639,Success,IND3890,Cab Premium,DLF Phase 5,Sector 46,4.5,11.2,0.0,,0.0,,0.0,,672.51,1.5,3.2,3.9,Card
2025-08-23,18:17:50,CNR3118690,Cancelled by Driver,EXP5967,Cab Economy,DLF Phase 3,NH8,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-12,12:12:58,CNR3118736,Success,EXP1773,Cab Premium,Sector 14,Sector 15,8.4,21.3,0.0,,0.0,,0.0,,178.82,9.03,4.6,3.4,Cash
2025-08-16,12:39:43,CNR3118994,Success,IND6758,Cab Premium,Rosewood City,Sector 53,12.4,27.2,0.0,,0.0,,0.0,,182.58,17.43,3.9,3.5,Card
2025-08-17,02:24:08,CNR3119151,Cancelled by Customer,IND5465,Bike Lite,Ardee City,Rosewood City,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-23,02:05:24,CNR3120688,Incomplete,IND9058,Cab Economy,Sector 23,Ardee City,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-12,16:48:28,CNR3121446,Incomplete,IND5652,Auto,Sector 51,Sector 23,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-07,22:27:10,CNR3123120,Success,IND4446,Auto,Sector 50,Sector 23,11.2,20.6,0.0,,0.0,,0.0,,711.11,4.96,3.6,3.9,Cash
2025-08-05,23:08:50,CNR3125786,Cancelled by Customer,IND5901,Cab Premium,Sohna Road,Sector 21,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-21,06:27:28,CNR3126028,Cancelled by Customer,IND4587,Bike,South City 2,Sector 42,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-10,15:39:03,CNR3126092,Incomplete,IND1368,Auto,Sector 15,Sector 44,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-27,07:08:09,CNR3126665,Success,IND7077,Bike Lite,Sector 46,Sector 55,9.5,21.3,0.0,,0.0,,0.0,,507.23,15.98,3.2,4.4,Card
2025-08-31,06:49:16,CNR3128059,Success,EXP9320,Bike,Sector 50,Sector 42,6.1,13.3,0.0,,0.0,,0.0,,228.78,6.28,3.7,3.1,Wallet
2025-08-24,16:37:39,CNR3128128,Success,IND3037,Cab Economy,Sector 55,Sector 44,3.8,18.6,0.0,,0.0,,0.0,,777.012,11.85,4.7,3.5,Card
2025-08-10,18:01:14,CNR3129643,Success,IND6351,Bike Lite,Sector 21,South City 1,9.1,15.1,0.0,,0.0,,0.0,,544.68,7.74,3.4,4.6,Wallet
2025-08-23,14:48:28,CNR3130201,Success,EXP6212,Auto,Sector 31,Sector 44,2.3,13.5,0.0,,0.0,,0.0,,539.088,19.79,4.3,4.5,Cash
2025-08-03,02:12:30,CNR3130758,Cancelled by Driver,EXP5556,Auto Sharing,NH8,Sector 15,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-17,08:20:58,CNR3131875,Incomplete,IND5065,Bike Lite,DLF Phase 1,Sector 40,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-27,22:04:00,CNR3132453,Success,EXP2894,Auto,Sector 46,Sector 38,12.8,21.9,0.0,,0.0,,0.0,,140.6,9.7,4.9,3.4,Wallet
2025-08-29,16:51:38,CNR3133059,Cancelled by Customer,EXP5305,Auto,Sector 54,Sector 56,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-17,14:23:59,CNR3133447,Success,EXP4018,Cab Economy,Sector 38,Sector 53,11.8,22.5,0.0,,0.0,,0.0,,703.068,15.16,3.8,4.5,UPI
2025-08-19,19:15:35,CNR3134785,Success,IND9760,Cab Premium,Jacaranda,Sikanderpur,3.8,16.5,0.0,,0.0,,0.0,,217.27,5.69,3.1,4.0,UPI
2025-08-03,21:08:57,CNR3134811,Incomplete,IND4525,Auto Sharing,Sector 48,Sector 37,0.0,0.0,0.0,,0.0,,1.0,Vehicle Breakdown,0.0,0.0,,,
2025-08-15,13:39:58,CNR3136640,Incomplete,IND2172,Bike Lite,DLF Phase 3,Sector 46,0.0,0.0,0.0,,0.0,,1.0,Customer Demand,0.0,0.0,,,
2025-08-21,13:03:59,CNR3138540,Success,EXP3910,Auto Sharing,Sector 54,Sector 14,12.7,28.5,0.0,,0.0,,0.0,,226.0,17.91,4.0,3.2,Cash
2025-08-25,19:29:11,CNR3139397,Success,IND2468,Auto,Sector 21,Sector 34,12.2,29.4,0.0,,0.0,,0.0,,516.99,24.76,3.4,3.1,UPI
2025-08-29,01:16:37,CNR3140806,Success,EXP8891,Bike,Sector 18,Sector 21,12.1,21.2,0.0,,0.0,,0.0,,389.18,18.16,3.4,3.2,Cash
2025-08-28,19:12:49,CNR3141910,Success,IND3534,Auto Sharing,Rosewood City,Sector 37,14.8,26.4,0.0,,0.0,,0.0,,340.11,23.8,3.9,4.4,UPI
2025-08-15,05:38:42,CNR3142920,Success,IND6686,Auto Sharing,Sector 38,Rosewood City,14.9,27.7,0.0,,0.0,,0.0,,521.95,2.96,3.8,3.9,Card
2025-08-18,17:25:00,CNR3143758,Success,EXP2095,Bike Lite,Sikanderpur,Sector 44,7.4,19.8,0.0,,0.0,,0.0,,412.28,12.98,4.5,4.5,Card
2025-08-18,15:31:56,CNR3144273,Success,IND6777,Cab Premium,South City 1,Sector 15,2.9,22.7,0.0,,0.0,,0.0,,181.13,19.27,4.3,4.6,UPI
2025-08-10,01:38:15,CNR3144671,Cancelled by Customer,IND3158,Bike,Sector 55,Sector 56,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-23,02:06:34,CNR3145096,Success,IND2554,Auto,Sector 43,Rosewood City,2.8,13.0,0.0,,0.0,,0.0,,354.876,10.3,4.3,4.0,Wallet
2025-08-27,17:27:27,CNR3145123,Success,EXP7971,Auto Sharing,Udyog Vihar,Sikanderpur,5.0,14.9,0.0,,0.0,,0.0,,183.07,18.04,4.4,4.8,Wallet
2025-08-18,21:53:28,CNR3145439,Success,IND9307,Bike Lite,Sector 14,DLF Phase 3,13.9,27.7,0.0,,0.0,,0.0,,592.91,16.32,4.5,3.6,Wallet
2025-08-10,06:16:13,CNR3145873,Cancelled by Driver,IND8425,Auto,DLF Phase 1,Sector 43,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-24,06:54:14,CNR3147709,Success,EXP7090,Cab Premium,DLF Phase 1,Sector 23,2.0,15.7,0.0,,0.0,,0.0,,121.667999999999,20.58,4.5,4.4,Cash
2025-08-23,03:36:43,CNR3147849,Success,IND8599,Bike Lite,DLF Phase 3,Sector 44,15.0,26.5,0.0,,0.0,,0.0,,412.008,17.87,4.5,3.6,Wallet
2025-08-17,16:25:30,CNR3149074,Cancelled by Driver,IND9396,Cab Economy,Sector 37,Sector 55,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-20,12:02:42,CNR3149564,Cancelled by Driver,IND1681,Cab Economy,Sector 44,Sector 53,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-10,07:17:49,CNR3151949,Success,IND5811,Bike,Sector 53,Sector 54,9.7,24.4,0.0,,0.0,,0.0,,546.192,22.05,3.8,4.8,Cash
2025-08-15,03:05:07,CNR3152007,Success,IND6536,Auto Sharing,DLF Phase 3,Sector 39,6.4,23.1,0.0,,0.0,,0.0,,139.77,2.7,3.4,3.1,Cash
2025-08-14,02:03:00,CNR3152434,Success,EXP6732,Bike,DLF Phase 2,Sector 55,9.7,23.4,0.0,,0.0,,0.0,,448.88,3.52,4.9,4.9,Card
2025-08-23,19:21:08,CNR3152494,Success,IND9604,Auto Sharing,Ardee City,Cyber City,14.0,25.6,0.0,,0.0,,0.0,,1167.0,20.55,4.3,3.5,Card
2025-08-06,11:17:58,CNR3152824,Success,IND3685,Cab Economy,Sector 14,DLF Phase 2,11.0,27.9,0.0,,0.0,,0.0,,333.46,3.74,3.8,3.8,Cash
2025-08-15,12:23:32,CNR3154956,Success,IND6200,Auto,Sector 50,Sector 34,10.9,28.6,0.0,,0.0,,0.0,,889.98,12.26,4.3,3.9,Card
2025-08-04,16:16:10,CNR3157117,Success,IND8502,Cab Premium,South City 1,Rosewood City,9.6,26.3,0.0,,0.0,,0.0,,223.78,19.07,4.0,3.0,Wallet
2025-08-08,18:42:41,CNR3158212,Success,IND8185,Cab Economy,South City 2,Sector 44,4.7,16.2,0.0,,0.0,,0.0,,289.67,24.76,3.9,4.6,Wallet
2025-08-05,21:24:03,CNR3158789,Cancelled by Customer,IND4106,Cab Premium,DLF Phase 1,Sohna Road,0.0,0.0,1.0,Driver asked to cancel,0.0,,0.0,,0.0,0.0,,,
2025-08-25,17:26:25,CNR3159368,Cancelled by Driver,EXP7355,Auto Sharing,Ardee City,Sector 38,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-20,05:44:36,CNR3160121,Cancelled by Driver,IND2884,Bike,Huda City Centre,Sohna Road,0.0,0.0,0.0,,1.0,More than permitted people in there,0.0,,0.0,0.0,,,
2025-08-28,23:37:23,CNR3160413,Success,IND4122,Cab Premium,Sector 15,Sector 43,7.5,14.2,0.0,,0.0,,0.0,,153.38,21.14,4.2,4.2,Card
2025-08-13,13:19:28,CNR3160718,Cancelled by Customer,IND7873,Cab Premium,Udyog Vihar,Sector 23,0.0,0.0,1.0,Wrong Address,0.0,,0.0,,0.0,0.0,,,
2025-08-15,19:54:23,CNR3160899,Cancelled by Customer,IND5645,Cab Premium,DLF Phase 2,DLF Phase 5,0.0,0.0,1.0,AC is not working,0.0,,0.0,,0.0,0.0,,,
2025-08-13,14:24:20,CNR3163373,Incomplete,IND2718,Auto Sharing,Sector 56,Sector 50,0.0,0.0,0.0,,0.0,,1.0,Other Issue,0.0,0.0,,,
2025-08-12,20:53:23,CNR3164367,Success,IND8253,Auto Sharing,Sector 44,DLF Phase 5,3.2,12.9,0.0,,0.0,,0.0,,106.85,24.51,4.5,4.6,Wallet
2025-08-23,14:48:42,CNR3166037,Cancelled by Driver,IND1862,Cab Economy,Sector 51,Palam Vihar,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-21,14:09:00,CNR3166645,Success,IND9979,Cab Economy,Cyber City,Sector 31,2.4,9.6,0.0,,0.0,,0.0,,559.53,24.23,3.7,3.9,Cash
2025-08-30,10:26:12,CNR3167986,Cancelled by Customer,IND6150,Auto Sharing,Sector 45,Sector 40,0.0,0.0,1.0,Change of plans,0.0,,0.0,,0.0,0.0,,,
2025-08-30,08:12:07,CNR3168393,Cancelled by Driver,IND1705,Bike Lite,Sector 21,Sector 34,0.0,0.0,0.0,,1.0,Customer related issue,0.0,,0.0,0.0,,,
2025-08-31,15:53:06,CNR3171194,Cancelled by Driver,IND6749,Bike Lite,Sector 49,Sector 45,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
2025-08-19,06:06:13,CNR3171220,Success,IND1147,Bike Lite,South City 1,Jacaranda,10.9,21.7,0.0,,0.0,,0.0,,623.7,7.27,3.8,4.2,Wallet
2025-08-20,23:56:26,CNR3172653,Cancelled by Driver,IND9247,Auto,MG Road,Sector 52,0.0,0.0,0.0,,1.0,The customer was coughing/sick,0.0,,0.0,0.0,,,
2025-08-17,12:06:54,CNR3173519,Cancelled by Driver,EXP5877,Auto Sharing,Sector 14,DLF Phase 2,0.0,0.0,0.0,,1.0,Personal & Car related issues,0.0,,0.0,0.0,,,
